Feature,basinc,bennent,bnlwinc,ccgdbd,ccrdprs,chldhhe,crpdwk,edulvlpb,eduunmp,eiscedp,elgbio,elgcoal,elghydr,elgngas,elgnuc,emplrel,estsz,eudcnbf,euftf,eusclbf,gndr2,gndr3,gvsrdcc,hinctnta,iccohbt,icomdnp,icwhct,iorgact,isco08,jbspv,lbenent,lklmten,lknemny,lkredcc,lrscale,lvgptnea,marsts,nacer2,netustm,ownrdcc,pdjobev,pdjobyr,prtdgcl,rfgbfml,rfgfrpc,rlgblge,rlgdnm,rshipa2,rshipa3,rshpsts,sbbsntx,tporgwk,trstep,trstun,uemplwk,vteurmmb,wkdcorga,wkhct,wkhtot,wrkac6m,wrkctra,wrkprbf,yrbrn2,yrbrn3,average
edulvlfb,0.0008491600123955,0.0003834060277692,0.0003939920941218,0.0004650891918944,0.0002435885697348,0.000359090528096,0.0033361201614755,0.0053254756668504,0.0004785047307468,0.0036916471891034,0.0007855047115765,0.0003860527734501,0.0006342044377637,0.0010862979453522,0.0014780481258609,0.0024221415948915,0.004260318423885,1.1555932394712235e-05,0.0015449307354573,6.665432957408129e-05,0.0023010250610618,0.0001138870122035,0.0001586814459951,0.0006074858195097,0.0038788623049445,0.0034193686554697,0.002400093447583,0.0039100189375047,0.0022666734640346,0.0027054332888521,0.0009886674344521,9.647493517770644e-05,0.0001908328648892,0.0003982482981282,0.0052074251080626,0.0020269400646207,0.0007563284324457,0.0013159635875457,0.003292848255738,3.379166685555638e-07,0.0046290561211249,0.0068057332260813,0.0005070747939674,0.000289057706533,0.0021896422556061,0.0016488179415294,0.0026562913324489,0.0038797716939463,0.0003967087535026,0.0038618770804677,0.0006963949276887,0.0029477760068911,0.0014303831220406,0.0013727658655154,0.0009930770984574,5.327326621351904e-05,0.0015013199102471,0.004034978363099,0.0078066452845967,0.0016202610375941,0.002689935066562,0.0003008115269641,0.0032257861112802,1.1869143883972e-05,0.0018716669867737882
occf14b,0.0001282570350261,1.9649962231903258e-07,6.0505845981712415e-05,5.025303807584035e-05,6.586141549576609e-05,3.862525769962937e-05,0.0002571918762601,4.183637216597004e-05,9.386909840643572e-07,4.031633096828574e-05,2.8596023118578587e-05,3.022232206445715e-06,2.2589172296916e-06,2.071447173826349e-05,1.9763666003487088e-05,0.0003700528606019,0.0008758872878084,2.0633625554587423e-05,3.650493949935341e-05,2.52289230916098e-05,6.434026553055357e-05,1.037952621953975e-05,1.5364571973500574e-06,6.177635144862124e-05,0.0,0.0,0.0003161739154685,0.000692012666868,1.0822320974645157e-06,0.0005665806592942,4.79404325051048e-05,1.0826048574328044e-05,1.817282376346288e-06,1.4244847063360697e-05,9.165998716619946e-05,0.0001809390263521,1.9765702240656997e-05,2.6560350827963534e-07,0.0002754505833738,9.92087555901569e-07,7.090074058142232e-05,8.216098224593003e-05,3.20943973113713e-05,2.495098287373529e-05,1.7599258597882772e-06,0.0002522481798844,0.0001238351234956,0.0003594793852085,8.72609222596392e-06,0.0,0.0015497042792278,0.0005367150519438,1.545024732237602e-05,2.275533969648075e-05,6.980751384629104e-05,0.0002339974875565,0.0003004713906041,0.0002786431942692,0.0010441277543721,0.0001958124107061,0.0004509751769043,2.6125751544370115e-06,6.235475957944778e-07,2.9983906022762488e-05,0.0001583166354512682
imprich,3.832820264755745e-05,2.4987472174419995e-05,3.50796492654992e-05,1.5507728715385408e-06,3.354916718282608e-06,0.0001383358333751,2.5918958536234345e-05,6.140857543410443e-06,3.6890301454702127e-06,1.9009159691426807e-05,8.710260513128844e-06,0.0,7.200631486540215e-06,6.636077231130303e-06,3.055551472663218e-06,6.953650643071108e-05,5.6598650256268965e-05,1.909022332928271e-06,9.700593074886934e-06,7.222089986097735e-06,3.5680233817119917e-06,4.927113030072336e-05,1.57194336708709e-05,0.0,2.8632817316606494e-05,8.556649493824844e-06,3.587258047642014e-05,4.672014726872746e-05,1.6405729857279353e-05,4.912536013206938e-05,0.0,1.050907037408688e-05,1.529897433508486e-05,4.078593240356558e-06,4.151706081923456e-07,2.785593464990008e-06,1.167687705560948e-05,2.0424035483277878e-07,0.0001755337594032,2.5252879394946656e-07,3.734767059610498e-05,7.622960209450159e-06,6.18388744997843e-05,9.209371909715275e-06,6.151487867164413e-05,0.0002121929203332,0.0001203370738984,0.0001522297963497,4.480705631004701e-05,1.521268955210696e-05,1.0211442283893482e-05,1.97514478379822e-05,6.573614340454029e-05,8.48420523769535e-08,1.3380149720434612e-05,9.482448321901049e-05,4.455051450926721e-06,0.0,0.0001252333336995,5.161815590566702e-06,2.181262289560742e-05,1.400207534131912e-06,2.155113779251594e-05,8.677295963694951e-06,3.2127877829018215e-05
ipeqopt,4.929486994071886e-07,5.483006133763409e-09,8.447338220039732e-06,0.0017737437914316,7.013504836643805e-06,1.7955112479187822e-05,8.491250885353533e-05,9.835711134650692e-05,3.972960544045644e-06,0.0001146266433391,3.112921834330208e-06,2.5661279598787537e-06,9.64539865072884e-06,0.0,0.0,0.0001459369994585,1.1613200505644384e-05,1.696843956612456e-06,6.557052086063966e-06,1.281216666908782e-07,3.5680233817119917e-06,9.57165681418522e-05,5.1204636109811045e-05,0.0,0.0001272401903588,0.0001219640778819,0.0001372736404787,9.009031184358176e-05,1.02097796352193e-05,9.95555991536368e-05,0.0,3.040358111689959e-06,3.144759660296348e-06,0.003241071156577,6.82252144379746e-06,7.432387465575825e-06,1.167687705560948e-05,3.21261347689053e-07,0.0003703275933107,2.724207313828411e-06,8.944657890622809e-05,5.433565946362219e-05,5.384058616697982e-05,1.3571758657351236e-05,9.92726386204754e-07,2.797921670138185e-05,2.3264081110588223e-05,0.0001522297963497,9.594892295215478e-05,0.000120964647515,8.716258907385785e-06,2.069963620566431e-05,6.208601796943207e-05,0.001244365942619,2.1985862341550662e-05,8.422580831308201e-05,3.561118725282422e-05,5.366817785901482e-05,0.0002820672783759,4.544867315602107e-06,6.374071572118626e-06,3.3815745012973667e-06,0.0001740611825303,0.0001159808349229,0.0001472579795787708
impsafe,2.6679608419458755e-05,5.483006133763409e-09,9.162237533324373e-06,4.86754581972582e-06,4.472698319404405e-06,0.0005327553759054,8.491250885353533e-05,9.835711134650692e-05,3.6890301454702127e-06,0.0001146266433391,0.0001361732737561,2.5661279598787537e-06,9.64539865072884e-06,0.0,0.0,0.0001459369994585,1.1613200505644384e-05,2.3798731546447967e-06,6.557052086063966e-06,1.281216666908782e-07,3.5680233817119917e-06,9.57165681418522e-05,5.1204636109811045e-05,0.0,0.0001272401903588,0.0001219640778819,0.0001372736404787,9.009031184358176e-05,1.02097796352193e-05,9.95555991536368e-05,9.335095356980309e-06,3.040358111689959e-06,3.144759660296348e-06,2.240348746282348e-05,6.82252144379746e-06,7.432387465575825e-06,1.167687705560948e-05,3.21261347689053e-07,0.0003703275933107,2.724207313828411e-06,8.944657890622809e-05,5.433565946362219e-05,5.384058616697982e-05,1.3571758657351236e-05,9.92726386204754e-07,0.0004745905299125,0.0004414868123583,0.0001522297963497,9.594892295215478e-05,0.000120964647515,8.716258907385785e-06,2.069963620566431e-05,6.208601796943207e-05,2.2804869279746915e-06,2.1985862341550662e-05,4.31652911767272e-05,3.561118725282422e-05,5.366817785901482e-05,0.0002820672783759,4.544867315602107e-06,6.374071572118626e-06,1.2619219771640408e-06,0.0001740611825303,0.0001159808349229,7.341391811629865e-05
ipfrule,2.826800640555339e-05,1.3668024966176745e-05,3.50796492654992e-05,1.5507728715385408e-06,3.354916718282608e-06,1.7955112479187822e-05,9.228745870727454e-05,9.835711134650692e-05,2.4989922923777213e-06,0.0001146266433391,8.710260513128844e-06,4.230912493357442e-06,8.140843477777509e-06,3.562921595900568e-06,0.0,2.810147403335885e-05,0.0001133782154002,1.909022332928271e-06,7.381344706750551e-06,7.222089986097735e-06,3.5680233817119917e-06,4.927113030072336e-05,1.57194336708709e-05,0.0,0.0001272401903588,0.0001219640778819,4.819959715560708e-05,3.289830321797042e-05,4.335391997598009e-05,1.7906435262168092e-05,9.335095356980309e-06,1.050907037408688e-05,1.529897433508486e-05,4.078593240356558e-06,4.151706081923456e-07,2.785593464990008e-06,1.167687705560948e-05,9.147622411581023e-07,9.21329846930248e-05,2.5252879394946656e-07,3.734767059610498e-05,7.622960209450159e-06,4.871991627193794e-05,2.267740752071733e-05,6.151487867164413e-05,8.731501140759314e-06,0.000102498147598,0.0001522297963497,4.480705631004701e-05,0.000120964647515,1.2661980030197732e-06,2.793559714435399e-06,6.573614340454029e-05,2.2804869279746915e-06,3.19948080274529e-05,9.482448321901049e-05,5.124801616942948e-05,5.045848680142414e-05,0.0002170858098602,2.1745925961057344e-06,2.181262289560742e-05,1.400207534131912e-06,2.155113779251594e-05,8.677295963694951e-06,3.715972445926666e-05
ipudrst,1.1825047802661653e-05,1.6319378115648137e-06,9.162237533324373e-06,8.051308678856758e-06,7.013504836643805e-06,3.0397907763589057e-05,1.9068754415969776e-05,0.0002556125724439,8.989931168869504e-06,0.000250007918626,2.893671411252999e-05,0.0,0.0,0.0,0.0,4.201625778803802e-05,8.586831594317704e-05,4.6866410773845685e-05,1.4387874722094316e-05,4.668527630691346e-05,5.781391379805023e-05,9.517059405278556e-05,5.617085497483955e-06,0.0,0.0002230725946831,0.0002250365722001,5.827001226640045e-05,8.988922466410995e-05,7.113272346099353e-05,6.258121970702242e-05,7.410898798937402e-06,7.120964027278097e-07,6.719435331545299e-06,7.666709283112712e-07,8.009711420229228e-05,2.788131202809702e-06,5.072169277719287e-05,1.2938656780715203e-06,0.0001273298252146,5.736122246251467e-07,0.0001861641886089,5.806371690971012e-05,1.1604329009619014e-05,0.0001637236331347,0.0011870742405312,0.0006219927067765,0.0006018828171252,2.652805892734156e-06,7.21264577788938e-05,0.0002033859813024,4.833372666185683e-05,5.999632831722276e-06,6.784802213991562e-06,2.822519463545738e-05,1.4326699723372066e-06,4.31652911767272e-05,2.0865754980656108e-05,3.474438205677874e-05,0.0001539447005316,4.810728003112666e-06,1.281012205380441e-05,0.0,1.4755013920744096e-05,7.279146114995443e-05,8.735708767308964e-05
inwmms,0.0003333554546772,4.472911006721223e-06,4.72608122687906e-05,7.820583606151196e-06,2.0332555338850635e-07,0.0001068186239808,3.869998633220435e-05,0.0002214780363902,4.3237930624984006e-06,0.0002123872072393,1.2538047577060758e-06,5.171259622732857e-06,4.291101275611086e-07,0.0,0.0,3.540416271317466e-05,2.096790249503092e-05,4.999912280022113e-06,0.0,2.510393842194504e-06,8.813092758634161e-06,0.0002223028617215,0.0,0.0,0.0001450819541829,9.690265910190211e-05,6.613131628278815e-05,0.0001570282153253,3.3541805121161766e-05,0.0001219729596531,8.115982321466348e-06,7.4611470737373375e-06,1.863785500955961e-05,7.583484648980748e-06,5.655285056915087e-07,0.0003139883060503,0.0001366215107561,1.32641884067671e-07,0.0002033872960671,3.592940539169667e-06,0.0001434149250756,0.0001518554756036,0.0001852659516914,1.951829869200313e-05,0.0011610074171036,8.285389269366573e-05,0.0001930365278864,5.997649097188171e-07,0.0001049695769122,0.0001332892887785,6.5407179667737545e-06,3.2028404462504884e-06,2.0185701185837418e-05,3.50507643698617e-05,1.650075465772417e-05,5.9890840184792335e-05,2.459792063168066e-05,9.697413751324288e-05,0.0001716566060511,2.683632557195525e-06,5.765357507913918e-06,2.0798961997230985e-07,6.805490109098e-06,0.0002293648406111,8.522902421434947e-05
inwyys,5.912173803819693e-06,9.419685990392776e-07,2.4444804769422555e-06,8.923509424314023e-06,0.0,0.0001648867187584,2.585456449236292e-06,0.0001377561895179,1.280381569482527e-05,5.162101299351649e-05,9.590236423250045e-06,1.1717680466084507e-06,0.0,0.0,0.0,9.935726730612604e-06,1.4003698503745771e-05,8.06291236726751e-05,2.3213524717106687e-06,0.0001688104810348,4.604097324002056e-06,0.0001297187305701,0.0,0.0,8.309454641084054e-05,2.640751741955265e-05,6.284770098027418e-06,5.321401827555705e-05,0.0003922710461979,1.2212886640931603e-06,0.0,8.373883541098353e-07,5.385177772057819e-05,5.295965737941276e-07,2.7278946007045904e-06,5.53163219451716e-07,1.218912867107532e-05,1.547237994766465e-07,7.366857962054518e-05,1.1872143561354373e-07,0.0001093415872423,7.337507605108174e-05,7.390328842471689e-05,0.0051315970291999,0.0116394872623372,1.7447613762783128e-05,1.666619121588399e-05,2.7184740247989893e-06,0.0001561486182624,4.7498170860155646e-05,1.3520470358912472e-06,6.365918629766666e-06,2.4340199588414505e-05,1.428902662142749e-05,2.168613621155064e-05,0.0001206018387154,1.1039581306991437e-05,8.535020636536439e-05,1.9537479877891685e-05,1.3571923611926757e-06,9.807777785315343e-06,1.2406201653456797e-06,0.0,0.0001041736311237,0.0003000798385738483
polintr,2.224973501935146e-05,7.448423334593666e-05,2.3683721394075115e-05,4.263618040030991e-06,0.0,0.000184638268092,5.1997420236561096e-05,0.0001230820740316,1.2712748073625207e-05,0.0001760835532015,6.902172410724186e-06,1.574779009118777e-05,4.2429051804721353e-07,0.0,6.088259270713732e-07,0.0002021708210716,0.0001878201968994,2.6493822026654477e-05,1.329267810601541e-06,1.4735519653755348e-05,0.0001936327896503,0.0001687073596837,0.0,0.0,8.48745662435669e-05,8.937638662917965e-05,0.000183010336795,0.0002778986200496,9.91964558427975e-05,0.0001838840986626,1.890594493495938e-07,5.120172347615239e-06,0.0001846107433778,8.86539020847214e-06,1.718076116167089e-06,1.9062818774604774e-07,0.0002379440595954,1.4099919401880983e-06,0.0002754505833738,3.3667457003547365e-05,6.082204847565801e-05,5.201342871564946e-05,0.0001945601485868,3.973754574719987e-05,1.2748686751454998e-05,8.679140706516099e-05,5.814195674303066e-05,1.8661439358433925e-05,0.0001041917658171,0.0001799541900689,2.248917721414696e-05,1.6873187283072394e-05,1.267094952724043e-05,8.984019300607347e-07,3.446630789209993e-05,0.0002079112398789,2.560816796049052e-05,0.0029761287598199,0.0077234495940586,1.826891215254756e-05,1.0234645118854393e-05,2.2630085855317693e-06,1.341675448979271e-06,0.0001427845943944,0.0002369091576811682
trstplt,1.0288773928938863e-06,2.3537188279932235e-05,0.0,7.177457813336435e-05,1.3429819885479505e-06,5.584915396087778e-05,1.1213678657630074e-05,4.8446886102126864e-05,0.0,6.931513729325472e-05,7.986406862865075e-07,8.936381490524464e-07,0.0,0.0,0.0,4.393541285216501e-05,2.0707658523364795e-05,2.6947311007145337e-06,0.0,7.835206990183687e-07,2.8007178051752603e-06,0.0001028831252269,0.0,0.0,0.0002626037398584,0.0001560572058916,2.7590121290607862e-05,5.346706912539766e-05,2.832114418158286e-06,1.714449141287969e-05,0.000176812954647,7.072271242465583e-07,7.838732798217201e-06,1.1938717883565332e-07,1.1027273476280106e-05,3.363260622861679e-06,2.0868350107022308e-06,0.0,4.800277284903207e-05,5.853709666923271e-08,4.872536470344264e-05,2.882356804748758e-05,0.0013165974680788,3.04633421036476e-06,9.867233431621074e-06,5.699993048005466e-05,6.364555983272363e-05,0.0001678733986962,9.645015868960156e-06,4.805698102369618e-05,3.462650361274847e-06,2.0681141506640925e-06,1.179088882692526e-06,5.032910705952155e-07,3.169561545371811e-06,2.1253832866000303e-05,1.9358650756527376e-06,2.491813108086157e-05,9.079798267892226e-05,1.6889243770697914e-07,3.4584036523863143e-06,7.426308835961514e-07,1.2255963661842242e-05,6.024398850163846e-05,5.011182657616796e-05
wrkprty,0.0002640246388371,0.0012208810404569,7.420456323403839e-06,2.6979512770296696e-05,5.147933696690653e-06,2.605325448123773e-05,0.0152466581898226,0.0034833590127359,2.8115605368552694e-06,0.0014681325980645,0.0021358074548549,0.0023855469743284,2.2024040627160437e-05,0.0022379117176557,2.845218400373697e-05,0.0005410668591536,0.001208802153078,9.827052937193893e-07,1.485396223168062e-05,1.6431193433984788e-06,0.0011625662579261,4.9463380145431366e-05,3.5266804377629064e-05,2.746737662463472e-05,0.0023208771898702,0.0009763351142515,0.0009307366625596,0.0014559805906134,0.0005944105214184,0.0007578664597211,0.0020073984170715,1.7440156791740235e-05,0.0001525606849109,0.0017137891816628,0.0058894390091645,0.1349827658406958,0.0022463462859368,6.484000109801505e-05,6.235772836565349e-05,8.684989222496507e-07,0.0188576442315566,0.0001574286312643,6.738448728206869e-06,0.0001012622789535,1.5226206356083296e-05,9.113024181365688e-05,4.998071984093876e-05,0.001160740353975,0.0222097417488439,0.0019274861130426,0.0024061749375125,0.0007399838114707,5.9590679154514233e-05,0.0003392443521281,0.0014063757075041,0.0001228007818436,0.0011989881728818,0.0009151051347324,0.0001348483953063,0.0008096012457628,0.0018476050041835,1.4304596946929385e-05,0.0037688796588495,0.0155297608992085,0.004056999654410683
pbldmn,2.224973501935146e-05,8.097815936140491e-06,3.863695395621728e-06,4.263618040030991e-06,0.0,0.0010922565462476,0.0019394873902125,0.0005104070749642,4.552476553604341e-06,0.0006548806126815,7.914917839385181e-06,4.668964355634333e-07,3.927176589942591e-07,0.0,0.0,4.327785524522113e-05,5.1858107273023727e-05,1.7614419904370991e-06,7.057722372674944e-06,1.1605906313873149e-06,1.3962460597693764e-05,2.227335759925378e-05,0.0,0.0,0.0010325437677635,0.0005770316722074,7.573204931136319e-06,0.0001392748490332,2.9796662064113457e-05,1.682120807311378e-05,2.3948803536138267e-05,5.120172347615239e-06,2.691728736889052e-05,8.86539020847214e-06,0.0001814517732152,6.459789693053769e-06,0.0008190711864323,9.334393323115494e-06,0.0001320468291526,3.3667457003547365e-05,0.0017960549269982,0.0001984272656534,0.000177244030914,5.881562897299344e-06,0.0001232590377818,0.0003303489003954,0.0002683490148726,7.243669830673851e-06,8.173086643962391e-05,0.000570966630448,3.931708013981621e-07,4.40845936824768e-06,6.777583838240139e-06,1.0150701089641143e-06,3.446630789209993e-05,5.968000283667287e-05,3.9340906537810645e-05,7.642974190720454e-06,1.7256652287666364e-05,1.1309021411916666e-05,1.9145336544037915e-05,3.045290381416744e-06,1.3861531035378163e-05,6.461932372031445e-07,0.00017529068571484923
freehms,1.1213726378102648e-05,6.023325768056773e-06,3.3566354616280702e-06,1.644346979806231e-05,0.0,5.584915396087778e-05,9.715686720069826e-06,0.0002307743877077,0.0,0.0002782762495803,9.562331886366646e-05,2.2336552851832383e-05,2.2024040627160437e-05,8.612652726563985e-06,6.505459653966905e-05,3.361339590144618e-05,2.36098309798648e-05,9.655789649028023e-06,1.485396223168062e-05,3.235393019730937e-06,5.89314208568848e-06,8.196189869453089e-05,1.2760080061667858e-05,0.0,0.0002687205659872,0.0002702980406539,1.2491599061843635e-05,0.0001387041744721,2.5556847341415404e-05,6.815961086938707e-05,5.305350044608837e-05,5.565512984967453e-06,6.247903836241613e-05,1.2909380292082348e-05,2.1157472100750055e-05,1.772176689660734e-06,2.8652321753590903e-05,8.516198782267193e-07,0.0001172098842817,3.9472320474949706e-07,7.541322916608307e-05,0.0001574286312643,6.738448728206869e-06,0.0049542109575494,9.86129977365009e-05,1.3981030529609542e-05,2.32805269719806e-05,0.0002165916845084,8.72609222596392e-06,0.0001321798109155,4.407456026412908e-05,0.0001210684810114,0.0001313615185298,0.0003392443521281,1.626807154219555e-05,1.5693316968764475e-05,0.0001965194367145,5.814898121501381e-05,0.0242769820672212,0.0001809617014969,2.8815064967738408e-05,9.4118492460943e-06,6.726078319103088e-05,3.703585613248373e-05,0.0005204511438783234
sclact,0.000108470464525,3.408978755797181e-05,6.978295953005708e-05,3.308493751129148e-05,3.161982654111766e-05,0.000595100155831,8.276911858655244e-06,0.0001095334276523,0.0001638131993184,7.95909182360845e-05,2.5476838497741825e-05,1.7200429766883635e-05,0.0001491460461395,0.0002861617876962,7.847515004844071e-05,0.0002673660091627,0.0001287177534822,9.466220089131986e-05,0.0001160124572133,4.60019207883478e-05,1.0957437871887708e-05,0.0001599173888185,4.572908744042169e-06,4.023400665030864e-06,0.0001815758285423,7.123870450420761e-05,2.3596013357916724e-05,8.188813648334211e-05,6.896651433424145e-05,4.643086164840765e-05,8.302317848151878e-05,7.546412216629819e-05,5.724349953530109e-05,1.705595938825762e-05,7.74102676110804e-05,1.1710973549557467e-06,0.0001324233902251,2.55910043385874e-06,0.0002971208765094,3.6389512841931453e-08,2.0933833292329555e-05,1.377599340223927e-06,2.340511738082945e-05,0.001395678247031,0.0005792933067302,0.0003884314792605,0.0003866720604212,3.989771801231307e-05,0.0001768115112901,0.0001341824578993,3.428304222742743e-08,1.2469514281120889e-05,0.0001013111808562,2.0462174426520236e-05,0.0001643053095747,0.0003099054266714,8.864811307324488e-05,3.0071292416840197e-05,0.0002267716708386,1.339607712560122e-05,0.0002739655393545,8.520824720965812e-06,2.9595917843002567e-05,0.0001531892875352,0.00013154044063836125
dscrrlg,0.0,1.1718224522906869e-05,1.329480123190575e-07,4.227193259289901e-06,1.7868927884820154e-06,0.0003695027307554,6.90403503011965e-05,7.879117784741835e-05,4.268390335397999e-06,6.117760309937764e-05,0.0,1.1424580630994755e-07,0.0,0.0,0.0,0.0046459249453077,1.7747157992203026e-06,1.1676138724214344e-06,1.7908574919650896e-06,4.57762920589934e-06,5.489090226673335e-09,0.0002326780179397,2.926569600706068e-07,3.0412990303894535e-05,6.155837943642509e-05,8.034269775137787e-05,0.0041676238655469,0.004487280641755,0.0024831428621862,0.0037972481830037,0.0,0.0,2.2294738030904948e-05,0.0,0.0011038380410823,1.7868656007955805e-05,3.979556985512598e-05,0.0016831796942114,1.535393822437573e-05,0.0,6.107424332008932e-05,7.360763367466469e-05,0.025292256308113,0.0049542109575494,0.0004551979603085,0.2552416806496022,0.2250413455776609,0.0,0.0001518722884157,8.852088316053349e-05,1.8410186159904772e-06,0.0011113227032297,0.0001862146748532,1.807045901509361e-06,1.5203927106398748e-05,0.0009721872684876,0.0003960714974697,0.0096949703549799,1.3247879033324876e-05,0.0003219008505986,1.8265203694425865e-05,0.0,6.504591320261493e-05,0.0001028829459932,0.008558431870699405
elgngas,0.0001572443843169,0.00563274565354,0.0038709517011259,3.308493751129148e-05,3.161982654111766e-05,9.573819188300343e-05,0.0023168086859112,7.558836341560279e-06,7.994071441434422e-05,4.835736073719007e-05,3.937192837504872e-05,1.7200429766883635e-05,6.34423853454046e-06,,7.847515004844071e-05,3.375959079496036e-05,0.0064766034959721,0.0019345989778443,0.0035576419158832,0.0009359880623802,0.0021217579527552,0.0001599173888185,0.0025499472290566,0.004159828791616,2.561494783941717e-05,1.0062730667195738e-05,9.681831838654384e-06,3.652065273326705e-05,2.4470228062128e-05,1.4242233940188776e-05,0.0061653154204661,9.912800771357465e-06,0.0014819052118173,1.705595938825762e-05,0.0003061268941057,6.724330642870473e-06,8.899917715993662e-05,0.0012133412525154,0.0002971208765094,3.6389512841931453e-08,0.003580942353004,0.0002959718696229,1.2046181692517944e-05,0.001395678247031,0.0005792933067302,0.000326369224461,0.0002747872047396,0.0071640236090472,0.0001768115112901,2.292367874791917e-05,3.428304222742743e-08,0.0001158958436862,0.014565755828493,2.0462174426520236e-05,0.0001643053095747,0.0034487990869705,7.704464585512717e-05,2.499143672213292e-05,1.206020551264298e-05,0.0001652336319874,6.16846820195391e-05,3.948014164082526e-05,0.0025765025743543,0.0001531892875352,0.001258839725401988
ccnthum,1.144367918030483e-05,8.66445766863825e-07,5.88970888590072e-05,5.196382750221386e-06,6.30840880315752e-06,4.624763749405449e-06,7.023625528057002e-05,4.6987996881091465e-05,2.8009122034563983e-06,6.778007715110833e-05,1.9067940082454333e-06,2.900401566030838e-05,9.183197734811026e-07,3.052195642285588e-06,0.0,8.545979478937843e-06,8.791120324394704e-05,7.128035533744177e-07,0.0,2.308600590768636e-06,1.216831933014887e-06,7.765054519434184e-05,0.0,0.0,0.000103872926736,0.0001953074152536,1.317889912506607e-06,4.2453906176319246e-05,9.356259422786948e-06,1.620581616365909e-05,0.0,1.6032415031705518e-06,6.683052285005868e-05,8.938651883123719e-06,5.715876176291383e-06,1.8017904248776424e-06,3.651804472986161e-05,1.4214883524828044e-07,9.204437114451133e-05,8.96058743858157e-08,3.404950970202565e-05,3.972784484050334e-05,2.1353667223945536e-06,5.255919030697299e-07,3.2156299769363217e-06,3.689033311381884e-05,4.722811055446484e-05,0.0,3.598810857028676e-05,0.0001547447312503,1.9115955272154606e-06,1.002306942876431e-06,7.666726123884855e-06,2.2675278737453675e-06,3.7956366481496416e-06,5.021532146380912e-05,2.416891360039048e-06,4.832676312637479e-05,4.2673267762469006e-05,3.352696579304184e-06,2.343898732465478e-05,0.0,1.6034442271741066e-06,2.2686100367630157e-05,2.556922279299093e-05
sbsrnen,7.232264088403505e-06,0.0008363733381201,6.348584701534776e-05,0.0061930489982137,0.0050418819542856,0.000152220743987,8.523082247248551e-05,1.2329237199457208e-05,2.809531836619996e-05,3.813804467165492e-05,2.2936284850780755e-06,0.0028189731923033,2.2640369812948683e-06,4.727442623159495e-05,0.0023742003548093,5.403269839430912e-05,0.0006053439153273,6.641871285908479e-08,0.001063142982938,1.958773983743886e-07,4.578480302747639e-07,3.380952783423294e-05,0.0051605469594287,2.3748589936514692e-05,1.4881756810422352e-05,1.9999773977990937e-05,0.0002001967594641,0.0001343407862466,4.06092796223784e-05,0.0001149190224557,9.321444498832344e-07,0.0061821413462857,6.056808807396848e-06,0.0055894517380304,3.865050877678039e-05,5.815033058027848e-06,1.0702694288277732e-05,2.3846306347595784e-05,0.0001229338744864,0.0023876557123477,3.706762448974107e-05,0.0003311298523721,1.2117330242555654e-05,0.000837109037424,1.0977269802747587e-05,0.0003563873381049,6.863614048194887e-05,1.018620090560055e-05,3.778617715392909e-05,5.448564872275793e-06,0.0006234204857549,0.000816213821623,8.172944182258052e-05,0.0010394600621612,1.0654084411058475e-05,1.8242611856029173e-05,0.0006049030306756,0.0010687566720828,2.1562921789287447e-06,0.0002903602223929,8.409646586089369e-05,0.0003926398167653,1.1958764794597054e-05,7.570182858827353e-05,0.0007244478079297546
eusclbf,0.001172681281005,0.0222973667824121,0.0028569543875579,8.736386635398247e-06,2.5599841157713453e-05,0.000121516368422,9.866253065021102e-07,0.0001390420781685,5.639889611721198e-05,0.0004048694709424,3.937192837504872e-05,8.085029790841878e-06,0.0006345326397678,8.154309933995593e-06,4.0795108267661165e-06,2.7608697140975813e-06,0.0007203762076708,1.8517939978519228e-05,0.0035576419158832,,4.6989171071858495e-06,0.0001551360535066,0.0025499472290566,0.0,8.553459472387698e-06,0.0003072612449328,0.0017786490980157,3.800267560343583e-07,1.403098010343024e-05,0.0001910072651963,0.0363288544371461,9.912800771357465e-06,0.0014819052118173,1.5757473719943615e-05,0.0023763119015414,0.0010285903752633,1.512309887013773e-05,4.6294913748588674e-08,7.273673610456684e-05,2.1610131169971143e-06,6.587636303293572e-05,4.182347986550781e-05,3.518704574276216e-05,6.147156621415527e-06,0.0077561288685802,0.000231184381119,0.0001841256170785,5.660949044844343e-06,0.000113025748988,3.639722340774391e-06,8.665405423772386e-05,8.629146703887631e-06,8.177990869131304e-05,0.0031617045175629,0.0001000313252519,2.7666589324649995e-05,0.000157894106332,0.0,1.7709144621311985e-07,3.865205286409534e-07,8.038957120525133e-05,2.574515892000295e-05,0.0001494277711792,9.935811478875076e-05,0.0014419266554867311
