,Feature,basinc,bennent,bnlwinc,ccgdbd,ccrdprs,chldhhe,crpdwk,edulvlfb,edulvlmb,edulvlpb,eduunmp,eiscedf,eiscedm,eiscedp,elgbio,elgcoal,elghydr,elgngas,elgnuc,emplrel,emprelp,estsz,eudcnbf,euftf,eusclbf,gndr2,gndr3,gvsrdcc,hinctnta,iccohbt,icomdnp,icppdwk,icwhct,iorgact,isco08,isco08p,jbspv,lbenent,lklmten,lknemny,lkredcc,lrscale,lvgptnea,marsts,nacer2,netustm,occf14b,occm14b,ownrdcc,pdjobev,pdjobyr,prtdgcl,rfgbfml,rfgfrpc,rlgblge,rlgdnm,rshipa2,rshipa3,rshpsts,sbbsntx,tporgwk,trstep,trstun,uemplwk,vteurmmb,wkdcorga,wkhct,wkhtot,wkhtotp,wrkac6m,wrkctra,wrkprbf,yrbrn2,yrbrn3
10,trstplc,0.0001733148297538,4.7554929028950014e-05,8.54251524695447e-06,1.231673368395631e-05,9.596898009450145e-07,0.0001589168271567,4.863994108644798e-05,0.0,7.721121360590642e-06,0.000583294590327,9.002656631144789e-06,0.0,1.0037287940939388e-06,0.0008585226533595,0.0,0.000129172993648,7.623116526540852e-06,0.0001203186810864,1.395397034191538e-05,0.0007279507374323,0.0003970038603014,0.0002285185281725,5.843805359022942e-06,0.0009877101241046,2.72081147146471e-05,5.027301063606236e-05,6.855670452418956e-05,9.898803572073366e-06,0.0001360265384264,0.000836713206413,0.0005072352131003,0.0005260150425454,0.0,2.4135794753898527e-06,4.38588400933203e-05,0.0003419465156058,0.0,0.0,3.6806307760123775e-06,,4.845860087774808e-06,0.0079151898189289,0.0,,8.135191988000287e-06,0.0001766722933421,2.501053922159451e-05,1.4597212548364549e-05,3.1079170903813748e-06,0.0002112471414968,,0.0198698140827022,,5.46103490743026e-05,,1.8963117441135007e-06,0.0002279703888561,6.322933451430947e-05,7.979757745780082e-05,0.0003186420959934,1.162671756156582e-05,1.0576598922810293e-05,0.0010193640889369,9.116072188090052e-05,,0.0,,,,0.000138817814543,2.335400309746113e-06,1.738897732135305e-05,5.8697297961445214e-05,
11,trstprl,0.000163911545228,0.0001416087753466,4.203725310793241e-06,7.357013407432008e-06,1.8926599285636456e-06,,0.0001413232756981,0.0,1.8155838300877382e-05,0.0002054751108166,0.0002171956161131,0.0,1.449836919893811e-05,0.0002764720420381,6.266073967945419e-05,0.0001538495118785,1.0828263649898866e-05,9.191221047957578e-06,5.34563382168393e-05,7.742676359799721e-05,0.0002786911645815,2.845271048855712e-06,0.0002288587566764,0.0006054228589446,0.0002355014309696,0.0001297091408863,5.586193499528983e-05,5.4557936277727534e-05,0.0001958879408731,0.000445871307727,0.0003294131069036,0.0002170830079406,0.0,0.0,1.7979261727832473e-05,0.0002611033915832,0.0,2.950820831010777e-06,0.0001046518254467,4.105830210681037e-06,2.01036090832842e-05,0.0020254556416784,5.256032138260665e-06,0.0002407367551817,0.0,0.0001078020351601,6.26500911047383e-05,1.0281110766267864e-05,1.3784014029922629e-05,0.0001698844170361,,0.0012549043096309,4.267738744835781e-05,0.0001619677028068,3.453028323274765e-07,2.88157583852192e-06,0.0001588004739833,0.0001244019638128,0.0002069976122487,0.000149437805387,7.303424220682265e-06,,,0.000315788449995,0.0001864965284798,0.0,,,,0.0001334346569406,0.0,5.186545474671432e-05,0.0001106331342564,7.633377495605395e-05
12,pbldmn,3.024508317071964e-05,9.931568866831368e-05,1.2155394700363493e-05,1.2817001370248444e-06,7.413239274490858e-07,,,,,0.0116832290531842,2.307028405564536e-05,,,0.0120514626093345,,,2.408372242897551e-05,7.479768961917254e-05,,0.0072379281552149,,0.001023715115932,,,,6.50184086786584e-06,,,,0.011238827884781,0.0115042239262897,0.0115122846573519,4.1695969613910016e-05,,0.0003649166700986,,6.59703978761792e-05,,0.0,,8.695429786894647e-06,,2.21030049505038e-06,0.0023258917767138,0.0006242126171805,7.910077977234373e-05,0.0001866271046437,,3.648065545049987e-07,0.0005083391132346,,0.0095279927526775,,0.000278463614307,,,0.0001201301093032,,0.0103596278998832,,0.0004172832953963,9.95711666736618e-06,3.456694142978467e-05,1.0416269542897012e-05,2.764448764730793e-05,0.0001708984115131,2.8599899281294457e-07,6.364078374897328e-05,0.000135423307429,0.0001762062446272,,,4.519577756151365e-05,0.0001783210113807
13,bctprd,3.931068020219468e-05,7.541241804708068e-06,3.7026193829922806e-06,0.0,0.0,0.0001380607852283,0.0001601679220245,0.0,1.7341332562662263e-05,0.0001335597781365,4.324908680575942e-06,0.0,2.811585772567242e-06,0.0002453270098676,3.719889747836057e-05,0.0001397424022096,0.0,0.0001393912468474,9.61453052682193e-07,0.0001023347705834,0.0003048731989805,8.07585507712225e-06,6.445853222760462e-06,3.680638636341891e-05,1.6254630354926264e-05,2.6606061818941285e-05,0.0001128960430087,2.9114584981258102e-06,8.878796862185731e-05,0.0002664965415114,0.000389824743763,0.0003166541062801,4.559724627625004e-06,0.0,2.6201899189739637e-05,0.0002380901888661,0.0,3.888238115828822e-06,7.323627012190236e-07,1.2658741748687586e-05,1.647651297400741e-06,0.0002439051970826,2.4557482908164695e-05,6.075198560894105e-05,0.0,0.0001610702196947,3.135254489791592e-05,0.0,0.0,6.336614562966207e-05,7.637905042039745e-06,0.001403512710592,7.582189393997335e-06,7.315189094084082e-05,1.877221372215687e-05,6.404332668604899e-06,0.0001050958801033,0.000111881515883,0.0001416200249352,1.0222004349214915e-05,0.0,7.74406914199511e-06,1.1258508795838997e-05,2.265695719315547e-05,8.280167847165406e-05,0.0,,,,0.0001376055669355,1.0420051798067891e-06,3.929346009045251e-05,5.834228692899695e-05,0.0001436359964137
14,gincdif,5.419993901394889e-05,8.726576734009678e-06,4.8631639495280885e-06,1.8314128013598166e-07,5.4985316850755406e-08,8.535428032519578e-05,0.0004839386885194,1.049979670610538e-05,5.617786582686523e-05,0.0008799421379373,1.1302506295050216e-05,1.879454100768404e-05,3.707556387459023e-05,0.0005952036254782,2.9199576289516493e-05,0.0001265300448504,6.689374342460998e-07,9.761564908385214e-05,1.1503916756187988e-05,4.9813264536420986e-05,0.0008886790871531,0.0,0.0001070410153329,5.2412104018020494e-05,6.925565430128855e-05,1.7554826084872116e-05,9.408716727995165e-05,3.237443430612982e-06,0.0003088004556078,0.0007167704749936,0.0007333496108226,0.0006589707890756,0.0,0.0,4.732154291797484e-05,0.0010578246363471,0.0,6.3344836070036656e-06,9.265242355706067e-06,8.441190002616521e-06,0.0,0.0021428324927925,5.917080782965758e-07,0.0002796097646268,0.0,0.0004355430209928,0.0004909956848838,1.311343087718821e-06,2.831737191366893e-06,0.0006689517279765,0.0001612484118567,0.0007378352766587,2.7364802270767337e-05,0.0001896664523297,9.358433992912028e-07,3.936301684308902e-06,8.334966361970287e-05,9.939751353482486e-05,0.0006669617094684,5.986856626062928e-06,0.0,3.420742328157131e-05,2.584451652384925e-05,1.3287912462444536e-05,2.971734209337876e-05,0.0,,,,7.03993728330501e-05,0.0,0.0001203255022891,6.367661756840575e-05,7.174308907389856e-05
15,mnrgtjb,0.0004992293317449,7.576941515868477e-05,1.5847970559429652e-05,1.2638219404914757e-05,,,,0.0,,,,0.0,,,,,,,4.804593912690792e-05,,,,,,,2.1171239968051568e-05,0.0001815487934988,,,,,,,,,,,2.722245620080616e-06,,0.0,,,,,,8.308038642830926e-05,4.265179604609474e-05,,,,,0.001036482508196,4.95195513810608e-05,5.9901230346682925e-05,0.0,2.4021722259423164e-05,0.0001575934216593,0.0001267317252113,,,,,,0.0001397559536267,7.826654763493646e-05,,2.1297807323219272e-05,,,6.113791384277685e-05,0.0,,,6.47791260253851e-05
16,imsmetn,0.0006208817132887,0.0002835372163806,1.4176278084507952e-05,1.3403576919614564e-05,2.052346887431335e-06,1.8940308806504007e-05,8.618782777262789e-05,0.0,1.957571848892496e-06,0.0003613196250492,0.0003922572911751,0.0,1.727808242430006e-06,0.0003252763134675,4.823358777720421e-05,8.531364875698539e-05,1.1061467817682468e-05,0.000109649253941,1.559902134961344e-05,0.0001486388940474,0.0002610810809144,5.008257914455662e-06,8.880110287303217e-05,,9.711374558020988e-05,2.568463530699315e-05,9.51337930425828e-05,1.3761256077233804e-05,,0.0004923076641506,0.0002594832368591,0.000186416852215,0.0,0.0,4.406337166197197e-05,0.0002085381396242,0.0,8.826714853055765e-06,1.1538009431164603e-05,,1.5159801883976438e-05,0.0007495215101841,6.704276269333041e-07,0.0001193821870219,0.0,7.182447579352332e-05,1.926032960523409e-05,3.64472394191442e-06,4.5608105723403305e-06,0.0001060803353714,2.6524976700909825e-05,0.0001247149620261,7.454818756489355e-05,7.875067602163577e-05,1.7791089912963918e-05,1.741072198920993e-07,0.0002585042250338,6.33084522202602e-05,,0.0001360360179267,8.523036843850354e-06,0.0001713211303565,0.0001829630096478,8.181589242157567e-05,3.892622872725087e-05,0.0,2.6647568586721435e-05,0.0001367502800488,0.0005664405125336,8.235315105816666e-05,0.0,,3.4714604772575647e-05,0.0001094677001669
17,imdfetn,0.0003053593689906,0.0003089237069201,8.143974054291233e-06,1.2606565074282282e-05,3.1877147735743376e-06,0.0001096359880544,6.68603449279643e-05,0.0,2.4126610584646643e-06,0.0002069459609092,0.0003875365841833,1.673967557105836e-05,5.847733719000928e-06,0.0002809207034061,7.659191221010513e-05,0.0001111415030221,2.227664597608145e-05,0.0001410349305275,4.558379734494754e-05,0.0001296878474361,0.0003230147969704,2.861224595997588e-06,9.970659499744636e-05,0.0002982967522315,3.0358528175272737e-05,3.477525037808571e-05,5.972093071914423e-05,4.935357903199583e-05,5.456793380920016e-05,0.0001048664367448,9.05647162301864e-05,0.0001787776052135,0.0,2.8456323337212776e-06,1.482376248205321e-05,0.0002164594633451,0.0,6.661807010813401e-07,0.0001461618595574,1.38269255967222e-05,4.103248220021763e-06,0.0006999865840154,2.71607066353636e-07,0.000161089538951,0.0,0.0003470584304256,4.321443313561061e-05,5.691870749071824e-05,7.647285046317773e-05,0.0001113720138409,2.1665009190505572e-05,0.0002221191118513,0.0004046264058819,0.0001822363461379,1.1642783815662972e-05,8.44857973339679e-06,9.174813371100776e-05,0.0001184948657088,0.0001306981185102,0.0001719033118975,0.0,2.897777167683153e-05,0.0005372723275718,0.0003378689901315,9.969331053625931e-06,0.0,,,,0.0001183161986429,0.0,0.0006205150405379,8.838862734036434e-05,0.0001077113221118
18,imwbcnt,0.0011433554711819,,,,,,,1.222224487877304e-05,,,,2.1917244780677e-05,,,,,,,,0.0001311554794235,0.0003496657897915,,,,,0.0001364729244488,,,,,,,0.0,0.0,5.231261552889927e-05,0.0002613767212611,0.0,,,,,,,,0.0,0.0001837974585427,,,,,,,,,,,9.33313345986764e-05,,,,,0.0077183190545039,0.0060926332604554,,,0.0,8.250434727387782e-05,0.0001318109040191,0.000337514105873,9.145219041482596e-05,,,3.444974657257171e-05,
19,happy,0.0011623811781312,0.0006623174260052,0.0001069988369463,9.15794305143571e-05,1.4188402594469593e-05,9.081619155324064e-05,0.0001347580839209,0.0,3.139703123462359e-05,0.0001617293829943,0.0019472611648871,0.0,3.353365660736951e-05,0.0001586370517258,0.0002328413300356,0.0002459736329369,0.0001072696069701,0.0004605130486516,0.0002116466636536,8.18008055376326e-05,0.0004402836119952,3.380570629553579e-06,0.0018382165263193,0.0014836849217451,0.0016154978902956,2.922232235067371e-05,4.765235642794551e-05,0.0002214737100429,0.0009508293976998,0.0002005685777167,0.0004160289581405,0.0001663318383756,0.0,0.0,3.709174093858629e-05,0.0001844591812796,0.0,6.707560819338808e-05,0.0003108301597097,0.0,0.0002151477551514,0.0021627937409325,0.0,7.011955446469819e-05,0.0,0.0002989945630828,6.842935918505371e-05,2.5310885443742745e-07,0.0001593046319293,0.0001693162189625,3.045446462444844e-05,0.0011829709211327,0.0007612439075031,0.000595598569071,0.0,0.0,0.0001478527079055,0.000111322340021,8.941273797618911e-05,0.0002540279655819,0.0,0.0003082642903559,0.0001891858755141,0.0006092154579938,0.0001361159013094,2.4176299856860304e-06,,,,0.0001404613672445,0.0,0.00158202605454,1.9736183795157227e-05,0.0001137096076182
20,hlthhmp,0.0001579344571026,4.3239346886012204e-06,3.430012432191611e-06,1.03172948974414e-05,2.899654034764201e-06,0.0003722141210831,0.00040823885439,0.0,7.61974412754071e-06,0.0039792070553053,0.000220815660527,0.0,6.8192877432006665e-06,0.0041806956855095,5.429477890527584e-05,6.656253219568085e-05,0.0,1.7694222188363384e-05,8.417858764394564e-07,,,,8.539943799525439e-05,6.726790192908306e-05,,3.2466075655479545e-05,,3.699684508859727e-06,,0.0041628018862436,0.0042831778621888,0.0042196142779602,,,,,,0.0,1.766884083170436e-05,0.0,1.473035394686884e-06,0.0001674636487913,6.564322095448106e-07,0.0010883159102568,,0.000298252582172,9.294314612893731e-05,8.196091482945423e-06,2.686651188960104e-06,,4.0232629575137625e-05,0.000235238537754,0.000553334196988,0.0003862716445424,5.356499878174738e-05,3.4444492760077326e-06,3.700723015436581e-05,,0.0042506988205145,1.2091727064301856e-05,,0.0,7.761624783554126e-05,0.0002505478782696,7.015390153600515e-05,,,,,,0.0,0.0001110791413185,0.0001223919028605,
